arm_title,e2_normsbeliefs,e2_distancing,e2_food,e2_others,e2_masks,gender,age_band,party
Protect Others - Linear Cooperation,1.0,0.9375,1.0,0.71875,0.6964285714285714,Male,2,Democrat
Placebo control (bird feeding),1.0,1.0,1.0,0.96875,0.8571428571428571,Male,3,Republican
Baseline Information,1.0,0.859375,0.5625,0.90625,1.0,Male,2,Republican
Reframing Bravery,0.75,0.640625,0.9375,0.5625,0.6428571428571429,Male,2,Democrat
Placebo control (bird feeding),0.9166666666666666,0.734375,0.9375,0.4375,0.6785714285714286,Male,2,Republican
Reframing Bravery,0.5,0.5,0.5,0.5,0.5,Male,4,Independent
Reframing Bravery,1.0,0.84375,1.0,0.8125,0.5714285714285714,Male,2,Republican
Reframing Bravery,0.9166666666666666,0.875,0.8125,0.9375,0.625,Female,4,Republican
Placebo control (bird feeding),1.0,0.78125,1.0,0.53125,0.5714285714285714,Male,2,Independent
Protect Others - Linear Cooperation,0.9166666666666666,1.0,1.0,0.9375,0.9821428571428572,Female,3,Independent
Reframing Bravery,0.75,0.828125,0.5625,0.96875,0.6428571428571429,Male,2,Independent
Placebo control (bird feeding),1.0,0.8125,0.9375,0.625,0.625,Male,2,Republican
Baseline Information,1.0,0.90625,1.0,0.5625,0.7857142857142857,Male,2,Republican
Placebo control (bird feeding),0.75,0.5625,0.5625,0.4375,0.4821428571428571,Male,2,Republican
Baseline Information,1.0,0.78125,0.625,0.59375,0.5714285714285714,Male,3,Republican
Protect Others - Linear Cooperation,1.0,0.984375,1.0,0.90625,0.9821428571428572,Male,4,Republican
Protect Others - Linear Cooperation,0.75,0.515625,0.4375,0.40625,0.5,Female,4,Republican
Baseline Information,1.0,0.734375,0.25,0.21875,0.9285714285714286,Male,2,Republican
Placebo control (bird feeding),0.3333333333333333,0.84375,0.8125,0.5625,0.1785714285714285,Female,2,Democrat
Protect Others - Linear Cooperation,0.75,0.28125,0.0,0.5625,0.8035714285714286,Female,3,Democrat
Protect Others - Linear Cooperation,0.6666666666666666,0.78125,0.625,0.8125,0.9642857142857144,Male,3,Republican
Reframing Bravery,,0.796875,0.875,0.25,0.6071428571428571,Male,3,Republican
Protect Others - Linear Cooperation,,0.921875,0.9375,0.28125,0.6607142857142857,Female,2,Republican
Protect Others - Linear Cooperation,0.6666666666666666,0.703125,0.6875,0.5,0.6428571428571429,Female,3,Democrat
Reframing Bravery,,0.46875,0.75,0.375,0.4107142857142857,Male,2,Democrat
Reframing Bravery,1.0,0.8125,0.75,0.96875,1.0,Male,4,Republican
Baseline Information,1.0,0.921875,0.875,0.875,0.6428571428571429,Male,1,Democrat
Baseline Information,,0.53125,0.5,0.21875,0.4464285714285714,Male,2,Republican
Placebo control (bird feeding),1.0,0.84375,0.6875,1.0,0.9821428571428572,Male,3,Republican
Reframing Bravery,0.75,0.734375,0.8125,0.9375,0.5714285714285714,Female,1,Republican
Protect Others - Linear Cooperation,,0.671875,0.625,0.40625,0.4107142857142857,Female,2,Democrat
Reframing Bravery,1.0,0.921875,1.0,0.71875,0.8928571428571429,Female,3,Republican
Placebo control (bird feeding),0.9166666666666666,0.9375,1.0,1.0,0.7857142857142857,Male,2,Democrat
Reframing Bravery,1.0,0.84375,0.875,1.0,0.9821428571428572,Male,2,Democrat
Placebo control (bird feeding),1.0,0.859375,0.875,0.65625,0.8214285714285714,Male,2,Democrat
Baseline Information,1.0,0.90625,1.0,0.6875,0.8035714285714286,Male,4,Democrat
Placebo control (bird feeding),0.5833333333333334,0.6875,0.5,0.4375,0.6428571428571429,Female,4,Democrat
Protect Others - Linear Cooperation,0.9166666666666666,0.71875,0.625,0.34375,0.6071428571428571,Male,5,Republican
Protect Others - Linear Cooperation,1.0,0.609375,0.625,0.96875,0.9107142857142856,Female,1,Republican
Protect Others - Linear Cooperation,1.0,0.859375,0.625,0.84375,0.6785714285714286,Male,3,Democrat
Baseline Information,,0.25,0.1875,0.0,0.1071428571428571,Male,3,Republican
Baseline Information,1.0,0.84375,1.0,0.75,0.6428571428571429,Male,2,Independent
Reframing Bravery,1.0,0.640625,0.8125,1.0,1.0,Male,1,Democrat
Baseline Information,0.5,0.515625,0.4375,0.21875,0.6428571428571429,Male,5,Republican
Baseline Information,1.0,0.828125,1.0,0.6875,0.5714285714285714,Male,4,Republican
Placebo control (bird feeding),,0.25,0.5,0.0,0.0714285714285714,Male,3,Democrat
Protect Others - Linear Cooperation,0.75,0.6875,0.5625,0.21875,0.3214285714285714,Male,2,Democrat
Reframing Bravery,0.6666666666666666,0.671875,0.625,0.9375,0.7321428571428571,Male,3,Democrat
Reframing Bravery,1.0,0.984375,1.0,0.71875,0.6071428571428571,Male,3,Democrat
Reframing Bravery,1.0,0.953125,1.0,0.71875,0.9285714285714286,Male,3,Democrat
Reframing Bravery,0.4166666666666667,0.4375,0.4375,0.375,0.7321428571428571,Female,3,Democrat
Reframing Bravery,0.4166666666666667,0.578125,0.375,0.125,0.4285714285714285,Female,3,Democrat
Protect Others - Linear Cooperation,1.0,0.625,0.625,0.90625,0.9642857142857144,Male,4,Republican
Placebo control (bird feeding),,0.828125,0.875,0.0,0.3928571428571428,Female,4,Democrat
Placebo control (bird feeding),0.5,0.46875,0.5,0.0,0.5,Female,1,Democrat
Protect Others - Linear Cooperation,0.5,0.515625,0.625,0.4375,0.3571428571428571,Male,2,Democrat
Placebo control (bird feeding),1.0,0.75,0.875,0.84375,0.8035714285714286,Male,2,Democrat
Reframing Bravery,1.0,0.859375,0.8125,0.875,0.8928571428571429,Male,2,Democrat
Baseline Information,0.9166666666666666,0.828125,0.5625,0.75,0.9642857142857144,Male,2,Democrat
Placebo control (bird feeding),0.9166666666666666,0.984375,1.0,1.0,0.9642857142857144,Male,3,Republican
Protect Others - Linear Cooperation,1.0,0.71875,0.625,0.96875,0.5714285714285714,Female,2,Republican
Reframing Bravery,1.0,0.9375,1.0,0.9375,1.0,Female,2,Republican
Baseline Information,1.0,0.796875,0.875,0.375,0.7321428571428571,Male,2,Democrat
Protect Others - Linear Cooperation,1.0,0.765625,0.8125,0.65625,0.5535714285714286,Female,2,Democrat
Reframing Bravery,0.8333333333333334,0.328125,0.1875,0.34375,0.7678571428571429,Male,2,Republican
Protect Others - Linear Cooperation,0.8333333333333334,0.6290701959764134,0.75,0.3125,0.4285714285714285,Male,2,Independent
Protect Others - Linear Cooperation,0.5,0.5625,0.4375,0.3125,0.5,Male,2,Democrat
Baseline Information,1.0,0.78125,0.6875,0.65625,0.8571428571428571,Male,1,Democrat
Protect Others - Linear Cooperation,1.0,0.875,0.5625,0.625,0.9107142857142856,Male,1,Republican
Reframing Bravery,1.0,0.796875,0.8125,0.8125,0.7857142857142857,Female,2,Democrat
Placebo control (bird feeding),1.0,0.84375,0.5625,0.625,0.9107142857142856,Male,2,Democrat
Reframing Bravery,1.0,0.875,0.75,0.8125,0.75,Female,4,Democrat
Protect Others - Linear Cooperation,1.0,0.78125,1.0,0.875,0.9285714285714286,Female,3,Republican
Placebo control (bird feeding),,0.203125,0.1875,0.53125,0.6607142857142857,Male,3,Democrat
Baseline Information,0.75,0.609375,0.5,0.59375,0.6428571428571429,Male,3,Republican
Baseline Information,0.9166666666666666,0.921875,0.9375,0.71875,0.6785714285714286,Male,2,Democrat
Baseline Information,,0.546875,0.4375,0.21875,0.4107142857142857,Female,3,Democrat
Baseline Information,1.0,0.921875,1.0,0.71875,1.0,Male,3,Republican
Reframing Bravery,1.0,0.875,1.0,0.84375,0.6428571428571429,Male,3,Democrat
Baseline Information,0.6666666666666666,0.8790701959764134,0.125,0.28125,0.3928571428571428,Male,2,Independent
Reframing Bravery,0.0,0.5625,0.375,0.125,0.5,Female,3,Democrat
Baseline Information,,0.6446951959764134,0.5,0.125,0.3571428571428571,Male,3,Republican
Baseline Information,0.8333333333333334,0.671875,1.0,0.65625,0.5714285714285714,Female,2,Democrat
Placebo control (bird feeding),0.75,0.5,0.5,0.5,0.5714285714285714,Male,1,Democrat
Reframing Bravery,0.6666666666666666,0.546875,0.5625,0.4375,0.5,Female,4,Democrat
Placebo control (bird feeding),1.0,0.53125,0.5,0.90625,0.4107142857142857,Male,1,Republican
Baseline Information,0.6666666666666666,0.9375,1.0,0.3125,1.0,Female,3,Republican
Baseline Information,0.75,0.875,1.0,0.40625,0.1785714285714285,Male,2,Democrat
Reframing Bravery,0.5833333333333334,0.625,0.5,0.53125,0.7857142857142857,Female,3,Democrat
Baseline Information,,0.7228201959764134,0.625,0.1875,0.4464285714285714,Male,2,Republican
Reframing Bravery,1.0,0.828125,0.75,0.75,1.0,Male,4,Republican
Baseline Information,0.9166666666666666,0.75,0.5625,0.5,0.75,Male,3,Republican
Placebo control (bird feeding),0.3333333333333333,0.515625,0.5,0.0625,0.2142857142857142,Female,2,Democrat
Baseline Information,1.0,1.0,1.0,0.90625,1.0,Male,3,Democrat
Placebo control (bird feeding),1.0,0.890625,0.6875,0.5625,0.8392857142857143,Male,3,Democrat
Reframing Bravery,1.0,0.890625,1.0,1.0,0.9642857142857144,Female,4,Independent
Placebo control (bird feeding),,0.59375,0.8125,0.5,0.0892857142857142,Male,2,Democrat
Protect Others - Linear Cooperation,0.75,0.703125,0.1875,0.15625,0.625,Female,1,Democrat
Protect Others - Linear Cooperation,1.0,0.8597411303630362,0.75,0.9375,1.0,Male,3,Republican
Protect Others - Linear Cooperation,0.5,0.5,0.5,0.5,0.5,Male,2,Independent
Baseline Information,,0.640625,0.6875,0.5,0.3214285714285714,Male,2,Republican
Protect Others - Linear Cooperation,1.0,0.765625,0.875,1.0,0.8214285714285714,Male,3,Republican
Baseline Information,1.0,0.828125,1.0,0.84375,1.0,Female,3,Independent
Reframing Bravery,1.0,0.859375,1.0,0.875,0.9285714285714286,Male,3,Republican
Reframing Bravery,0.9166666666666666,0.859375,0.6875,0.8125,0.75,Female,1,Republican
Protect Others - Linear Cooperation,1.0,0.875,1.0,0.75,0.7321428571428571,Female,4,Democrat
Protect Others - Linear Cooperation,1.0,0.953125,1.0,0.78125,0.9642857142857144,Male,2,Republican
Baseline Information,0.9166666666666666,0.75,0.875,0.4375,0.6607142857142857,Male,3,Democrat
Reframing Bravery,1.0,0.84375,0.9375,0.71875,0.9642857142857144,Male,2,Democrat
Protect Others - Linear Cooperation,0.5833333333333334,0.8125,0.5625,0.8125,0.5892857142857143,Male,2,Republican
Reframing Bravery,,0.765625,1.0,0.3125,0.3928571428571428,Male,2,Democrat
Placebo control (bird feeding),0.75,0.875,1.0,0.4375,0.6607142857142857,Male,2,Republican
Reframing Bravery,0.9166666666666666,1.0,1.0,0.90625,0.5714285714285714,Female,1,Independent
Placebo control (bird feeding),1.0,0.1875,0.0,0.5,0.9285714285714286,Male,1,Republican
Baseline Information,0.75,0.625,0.375,0.6875,0.8571428571428571,Male,2,Democrat
Baseline Information,1.0,1.0,1.0,0.9375,0.7142857142857143,Female,4,Republican
Placebo control (bird feeding),0.75,0.78125,0.4375,0.6875,0.6785714285714286,Male,2,Democrat
Placebo control (bird feeding),0.9166666666666666,0.90625,0.875,0.75,0.6428571428571429,Male,3,Republican
Protect Others - Linear Cooperation,0.5,0.453125,0.125,0.375,0.5,Female,2,Republican
Placebo control (bird feeding),1.0,0.921875,1.0,0.65625,0.9642857142857144,Male,3,Republican
Placebo control (bird feeding),0.9166666666666666,0.609375,1.0,0.875,0.6428571428571429,Male,2,Republican
Placebo control (bird feeding),,0.5862692089420827,0.5625,0.0,0.25,Female,3,Republican
Reframing Bravery,0.8333333333333334,0.5625,0.375,0.46875,0.7678571428571429,Female,1,Republican
Baseline Information,0.9166666666666666,0.890625,0.625,1.0,1.0,Male,3,Democrat
Protect Others - Linear Cooperation,0.75,0.421875,0.3125,0.5,0.6785714285714286,Female,2,Republican
Reframing Bravery,0.9166666666666666,0.859375,0.75,0.84375,0.9464285714285714,Female,5,Republican
Placebo control (bird feeding),1.0,0.9375,0.8125,0.46875,0.9464285714285714,Male,5,Republican
Reframing Bravery,0.9166666666666666,0.65625,0.4375,0.84375,0.75,Male,5,Republican
Baseline Information,1.0,0.953125,1.0,0.90625,0.9285714285714286,Male,2,Democrat
Protect Others - Linear Cooperation,0.6666666666666666,0.359375,0.5,0.125,0.0714285714285714,Female,4,Democrat
Baseline Information,1.0,0.828125,0.8125,0.59375,0.9464285714285714,Male,2,Democrat
Placebo control (bird feeding),0.5,0.625,0.3125,0.28125,0.4642857142857143,Male,4,Republican
Placebo control (bird feeding),0.6666666666666666,0.46875,0.75,0.1875,0.2857142857142857,Male,5,Republican
Baseline Information,0.9166666666666666,0.953125,1.0,0.8125,0.8214285714285714,Male,1,Independent
Protect Others - Linear Cooperation,1.0,0.59375,0.5,0.65625,0.625,Male,1,Democrat
Protect Others - Linear Cooperation,1.0,0.890625,1.0,0.59375,0.4285714285714285,Male,4,Republican
Placebo control (bird feeding),0.0,0.890625,1.0,0.59375,0.9464285714285714,Male,3,Independent
Placebo control (bird feeding),1.0,0.90625,1.0,0.6875,0.9821428571428572,Male,3,Democrat
Reframing Bravery,0.9166666666666666,0.890625,0.6875,0.9375,0.8035714285714286,Male,1,Independent
Baseline Information,0.6666666666666666,0.59375,0.8125,0.40625,0.6071428571428571,Female,4,Democrat
Protect Others - Linear Cooperation,1.0,0.96875,1.0,0.9375,1.0,Male,2,Democrat
Protect Others - Linear Cooperation,0.9166666666666666,0.96875,1.0,0.9375,0.9821428571428572,Female,1,Democrat
Reframing Bravery,0.75,0.59375,0.625,0.5,0.6607142857142857,Female,1,Republican
Protect Others - Linear Cooperation,0.9166666666666666,0.796875,0.8125,0.4375,0.9642857142857144,Male,2,Democrat
Protect Others - Linear Cooperation,1.0,1.0,0.9375,0.59375,0.4285714285714285,Male,4,Republican
Baseline Information,1.0,0.859375,1.0,0.875,0.9821428571428572,Female,4,Independent
Placebo control (bird feeding),0.6666666666666666,0.59375,0.25,0.125,0.4285714285714285,Male,2,Republican
Placebo control (bird feeding),1.0,0.78125,1.0,0.40625,1.0,Male,4,Republican
Placebo control (bird feeding),0.9166666666666666,0.765625,0.875,0.96875,1.0,Male,2,Democrat
Reframing Bravery,0.5,0.546875,0.5,0.40625,0.5,Male,4,Democrat
Baseline Information,,0.6603201959764134,0.6875,0.15625,0.7142857142857143,Female,2,Republican
Reframing Bravery,0.75,0.890625,0.8125,0.5,0.875,Male,2,Democrat
Baseline Information,1.0,0.5625,0.875,0.4375,0.7857142857142857,Male,4,Republican
Reframing Bravery,1.0,0.90625,1.0,0.75,1.0,Male,4,Republican
Placebo control (bird feeding),0.8333333333333334,0.859375,0.875,0.59375,0.8571428571428571,Male,2,Democrat
Baseline Information,0.3333333333333333,0.796875,0.3125,0.0,0.5714285714285714,Female,4,Republican
Baseline Information,0.0,0.859375,0.875,1.0,0.9285714285714286,Male,3,Democrat
Reframing Bravery,1.0,0.953125,0.9375,0.46875,0.9464285714285714,Male,1,Republican
Protect Others - Linear Cooperation,0.5833333333333334,0.5625,0.625,0.5,0.6607142857142857,Female,1,Republican
Placebo control (bird feeding),1.0,0.984375,1.0,0.78125,1.0,Female,2,Republican
Placebo control (bird feeding),1.0,0.90625,1.0,0.875,0.7678571428571429,Male,2,Republican
Baseline Information,0.8333333333333334,0.65625,1.0,0.4375,0.4464285714285714,Female,1,Republican
Protect Others - Linear Cooperation,1.0,0.78125,0.625,0.84375,1.0,Female,4,Republican
Placebo control (bird feeding),1.0,0.890625,1.0,0.6875,0.7678571428571429,Male,2,Democrat
Reframing Bravery,1.0,0.8125,1.0,0.125,0.0714285714285714,Male,3,Democrat
Baseline Information,1.0,0.734375,0.875,0.75,0.9464285714285714,Male,3,Independent
Placebo control (bird feeding),1.0,0.953125,1.0,0.96875,0.9285714285714286,Male,3,Republican
Reframing Bravery,1.0,0.875,0.8125,1.0,1.0,Female,4,Republican
Baseline Information,1.0,1.0,1.0,1.0,0.9285714285714286,Female,1,Democrat
Baseline Information,1.0,0.734375,0.75,0.71875,0.6428571428571429,Male,2,Republican
Protect Others - Linear Cooperation,1.0,0.9375,1.0,0.65625,0.9821428571428572,Male,3,Democrat
Baseline Information,,0.75,0.75,0.34375,0.4642857142857143,Female,3,Democrat
Baseline Information,0.75,0.3125,0.0625,0.40625,0.8392857142857143,Male,2,Democrat
Protect Others - Linear Cooperation,0.9166666666666666,0.515625,0.3125,0.78125,0.7857142857142857,Male,1,Democrat
Reframing Bravery,0.9166666666666666,0.484375,0.3125,0.875,0.7857142857142857,Female,2,Republican
Protect Others - Linear Cooperation,1.0,0.984375,1.0,0.96875,0.9821428571428572,Male,3,Republican
Placebo control (bird feeding),,0.5978201959764134,0.75,0.46875,0.3928571428571428,Male,1,Republican
Baseline Information,1.0,0.78125,0.8125,0.5,0.5178571428571429,Male,1,Democrat
Protect Others - Linear Cooperation,1.0,0.640625,0.5,0.875,0.625,Female,1,Democrat
Protect Others - Linear Cooperation,0.5833333333333334,0.7696951959764134,0.5,0.0,0.4821428571428571,Male,2,Democrat
Reframing Bravery,1.0,0.859375,0.9375,0.90625,0.7678571428571429,Female,2,Democrat
Protect Others - Linear Cooperation,0.9166666666666666,0.78125,0.625,0.84375,0.8928571428571429,Female,3,Democrat
Baseline Information,1.0,0.875,0.6875,0.8125,0.7142857142857143,Male,3,Republican
Baseline Information,,0.4728201959764134,0.4375,0.15625,0.0714285714285714,Male,1,Republican
Reframing Bravery,,0.6875,1.0,0.46875,0.6607142857142857,Female,2,Independent
Placebo control (bird feeding),1.0,0.96875,1.0,0.75,0.9821428571428572,Male,4,Republican
Placebo control (bird feeding),1.0,0.734375,0.5625,0.71875,0.4107142857142857,Male,2,Republican
Placebo control (bird feeding),,0.671875,0.9375,0.25,0.5178571428571429,Male,2,Democrat
Baseline Information,1.0,0.9375,1.0,1.0,1.0,Female,3,Democrat
Reframing Bravery,,0.578125,0.6875,0.5,0.4107142857142857,Male,1,Independent
Placebo control (bird feeding),1.0,1.0,1.0,1.0,0.9821428571428572,Female,4,Republican
Placebo control (bird feeding),0.8333333333333334,0.6875,0.375,1.0,1.0,Female,2,Republican
Baseline Information,,0.625,0.375,0.0,0.2321428571428571,Female,2,Republican
Placebo control (bird feeding),0.8333333333333334,0.734375,0.8125,0.5,0.9821428571428572,Female,3,Republican
Protect Others - Linear Cooperation,0.5,0.5,0.5,0.5,0.5,Male,2,Republican
Protect Others - Linear Cooperation,,0.3478201959764134,0.25,0.125,0.5,Male,1,Republican
Reframing Bravery,1.0,0.8125,0.9375,0.375,0.8214285714285714,Male,1,Republican
Placebo control (bird feeding),,0.796875,0.8125,0.6875,0.4642857142857143,Female,2,Republican
Baseline Information,0.75,0.28125,0.125,0.46875,0.625,Male,1,Republican
Baseline Information,1.0,0.9375,0.875,1.0,0.9642857142857144,Female,3,Republican
Baseline Information,1.0,0.1875,0.0,0.6875,0.9285714285714286,Female,2,Republican
Protect Others - Linear Cooperation,0.1666666666666666,0.265625,0.125,0.0,0.0714285714285714,Female,3,Democrat
Reframing Bravery,1.0,0.734375,0.875,0.84375,0.9821428571428572,Male,3,Republican
Protect Others - Linear Cooperation,,0.46875,0.375,0.53125,0.6785714285714286,Male,2,Republican
Baseline Information,1.0,0.890625,0.8125,0.84375,0.8214285714285714,Male,1,Democrat
Placebo control (bird feeding),1.0,0.4375,0.4375,0.53125,0.7321428571428571,Male,3,Democrat
Reframing Bravery,0.6666666666666666,0.96875,1.0,0.53125,1.0,Male,3,Democrat
Placebo control (bird feeding),0.9166666666666666,0.75,0.75,0.9375,0.9285714285714286,Male,3,Democrat
Placebo control (bird feeding),1.0,0.859375,0.6875,0.46875,0.9642857142857144,Male,1,Democrat
Protect Others - Linear Cooperation,0.75,0.578125,0.3125,0.5625,0.0,Female,4,Republican
Protect Others - Linear Cooperation,0.0,0.3946951959764134,0.0,0.0,0.0357142857142857,Male,1,Democrat
Baseline Information,0.6666666666666666,0.515625,0.5625,0.3125,0.5,Male,3,Republican
Reframing Bravery,0.9166666666666666,0.5625,0.5625,0.375,0.6071428571428571,Female,2,Republican
Placebo control (bird feeding),1.0,0.5625,0.5,0.53125,0.8035714285714286,Female,2,Independent
Reframing Bravery,0.0,0.453125,0.25,0.0,0.1428571428571428,Female,2,Democrat
Reframing Bravery,,0.7715955494142881,0.8125,0.96875,0.9642857142857144,Male,5,Independent
Placebo control (bird feeding),1.0,0.953125,0.9375,1.0,0.9821428571428572,Male,5,Republican
Baseline Information,1.0,0.890625,0.875,0.71875,0.9285714285714286,Male,2,Republican
Reframing Bravery,,,,,,Female,3,Independent
Reframing Bravery,1.0,0.90625,1.0,0.3125,0.9642857142857144,Female,3,Republican
Placebo control (bird feeding),,0.90625,0.875,0.40625,0.5892857142857143,Male,1,Republican
Protect Others - Linear Cooperation,1.0,1.0,1.0,1.0,1.0,Male,3,Democrat
Baseline Information,0.75,0.65625,0.6875,0.5625,0.6071428571428571,Female,3,Independent
Reframing Bravery,0.9166666666666666,0.703125,0.5625,0.65625,0.5714285714285714,Male,1,Democrat
Protect Others - Linear Cooperation,0.5,0.3125,0.0,0.03125,0.2857142857142857,Male,2,Democrat
Placebo control (bird feeding),1.0,0.640625,0.375,0.28125,0.8214285714285714,Male,1,Republican
Reframing Bravery,0.75,0.828125,0.875,0.59375,0.75,Female,2,Democrat
Placebo control (bird feeding),0.5833333333333334,0.796875,0.6875,0.5,0.5535714285714286,Male,1,Democrat
Reframing Bravery,0.9166666666666666,0.6875,0.6875,0.90625,0.9285714285714286,Female,2,Democrat
Protect Others - Linear Cooperation,,0.328125,0.25,0.0,0.3214285714285714,Male,1,Democrat
Protect Others - Linear Cooperation,1.0,0.859375,1.0,0.8125,0.8928571428571429,Female,2,Republican
Protect Others - Linear Cooperation,1.0,0.9375,1.0,0.84375,1.0,Male,2,Independent
Placebo control (bird feeding),0.0,0.734375,1.0,0.0,0.0,Female,2,Republican
Baseline Information,0.9166666666666666,0.734375,0.6875,0.75,0.5892857142857143,Female,2,Republican
Protect Others - Linear Cooperation,0.9166666666666666,0.8125,1.0,0.65625,0.9464285714285714,Female,3,Democrat
Reframing Bravery,,0.546875,1.0,0.40625,0.5,Male,2,Independent
Placebo control (bird feeding),1.0,0.75,0.6875,0.78125,0.7678571428571429,Male,1,Republican
Reframing Bravery,,0.6875,0.4375,0.5,0.4285714285714285,Male,3,Republican
Baseline Information,0.75,0.5625,0.6875,0.5625,0.5178571428571429,Male,1,Republican
Placebo control (bird feeding),0.5,0.5,0.5,0.5,0.5,Male,1,Democrat
Baseline Information,0.0,0.5625,0.625,1.0,0.9642857142857144,Male,1,Independent
Protect Others - Linear Cooperation,1.0,0.71875,0.375,0.5625,0.7857142857142857,Male,3,Independent
Reframing Bravery,0.75,0.421875,0.6875,0.5625,0.8035714285714286,Male,3,Republican
Placebo control (bird feeding),1.0,0.6875,0.75,0.875,0.7857142857142857,Male,1,Republican
Protect Others - Linear Cooperation,0.5833333333333334,0.9375,1.0,0.375,0.1071428571428571,Female,3,Democrat
Protect Others - Linear Cooperation,0.75,0.671875,0.5,0.84375,0.5714285714285714,Male,2,Independent
Protect Others - Linear Cooperation,1.0,0.765625,0.875,0.8125,0.9642857142857144,Male,3,Republican
Placebo control (bird feeding),0.5,0.53125,0.5,0.5,0.8035714285714286,Male,2,Republican
Reframing Bravery,0.5833333333333334,0.6134451959764134,0.375,0.21875,0.3214285714285714,Male,2,Republican
Baseline Information,0.9166666666666666,0.640625,0.875,0.65625,0.6964285714285714,Male,1,Republican
Placebo control (bird feeding),0.8333333333333334,0.78125,0.75,0.25,0.5714285714285714,Male,1,Republican
Baseline Information,,0.46875,0.5,0.5625,0.5178571428571429,Female,2,Independent
Reframing Bravery,1.0,0.8125,1.0,0.1875,0.5714285714285714,Male,3,Republican
Baseline Information,1.0,0.96875,1.0,0.75,1.0,Male,1,Independent
Baseline Information,0.6666666666666666,0.640625,0.75,0.59375,0.5,Male,3,Democrat
Placebo control (bird feeding),0.75,0.46875,0.625,0.46875,0.875,Male,2,Independent
Reframing Bravery,,0.765625,1.0,0.6875,1.0,Female,3,Republican
Reframing Bravery,0.8333333333333334,0.796875,0.402965682230655,0.25,0.4642857142857143,Male,3,Democrat
Protect Others - Linear Cooperation,0.75,0.453125,0.25,0.46875,0.7142857142857143,Female,2,Republican
Reframing Bravery,0.5,0.5,0.5,0.5,0.6071428571428571,Female,2,Democrat
Reframing Bravery,0.9166666666666666,0.75,0.75,0.5625,0.5714285714285714,Male,2,Democrat
Reframing Bravery,1.0,0.90625,1.0,0.90625,1.0,Female,2,Republican
Reframing Bravery,1.0,0.765625,0.8125,0.5625,0.6071428571428571,Male,2,Republican
Baseline Information,0.6666666666666666,0.90625,1.0,0.21875,0.3928571428571428,Female,4,Republican
Protect Others - Linear Cooperation,,0.65625,0.25,0.75,0.5357142857142857,Male,3,Democrat
Reframing Bravery,1.0,1.0,1.0,1.0,0.9285714285714286,Male,3,Republican
Placebo control (bird feeding),,0.5,0.5,0.71875,0.4285714285714285,Female,1,Democrat
Protect Others - Linear Cooperation,0.5833333333333334,0.53125,0.5,0.1875,0.5357142857142857,Male,2,Democrat
Reframing Bravery,0.75,0.859375,1.0,0.6875,0.7142857142857143,Male,3,Republican
Protect Others - Linear Cooperation,0.6666666666666666,0.5625,0.25,0.21875,0.4285714285714285,Male,3,Republican
Placebo control (bird feeding),1.0,0.859375,1.0,0.875,0.9821428571428572,Male,3,Republican
Baseline Information,0.8333333333333334,0.828125,0.75,0.9375,0.4642857142857143,Male,2,Democrat
Baseline Information,0.8333333333333334,0.921875,1.0,0.90625,0.9821428571428572,Male,4,Republican
Protect Others - Linear Cooperation,0.5,0.5625,0.625,0.5,0.3571428571428571,Male,2,Democrat
Reframing Bravery,1.0,0.765625,0.8125,0.9375,0.7857142857142857,Male,1,Democrat
Protect Others - Linear Cooperation,0.75,0.859375,0.875,0.8125,0.6071428571428571,Female,3,Republican
Protect Others - Linear Cooperation,0.5,0.734375,0.625,0.65625,0.5714285714285714,Male,1,Democrat
Placebo control (bird feeding),1.0,0.859375,1.0,0.40625,0.6607142857142857,Male,2,Democrat
Baseline Information,,0.515625,0.875,0.0,0.0892857142857142,Female,3,Democrat
Placebo control (bird feeding),0.6666666666666666,0.625,0.75,0.5,0.5714285714285714,Female,3,Democrat
Reframing Bravery,0.75,0.859375,0.6875,0.53125,0.3928571428571428,Male,2,Democrat
Protect Others - Linear Cooperation,0.75,0.4375,0.1875,0.40625,0.5357142857142857,Male,2,Democrat
Placebo control (bird feeding),1.0,0.84375,1.0,0.8125,1.0,Female,2,Democrat
Placebo control (bird feeding),0.75,0.390625,0.3125,0.46875,0.375,Male,1,Democrat
Baseline Information,1.0,0.9375,0.5625,0.90625,1.0,Male,1,Democrat
Baseline Information,0.5,0.5,0.5,0.5,0.5,Female,2,Democrat
Baseline Information,0.8333333333333334,0.875,0.9375,0.96875,0.6607142857142857,Male,2,Democrat
Placebo control (bird feeding),0.4166666666666667,0.5196951959764134,0.375,0.5625,0.4821428571428571,Male,1,Republican
Reframing Bravery,0.6666666666666666,0.3125,0.25,0.625,0.4464285714285714,Male,2,Republican
Protect Others - Linear Cooperation,0.9166666666666666,0.65625,0.8125,0.5,0.7857142857142857,Male,1,Independent
Baseline Information,1.0,0.984375,0.9375,0.6875,0.8571428571428571,Male,1,Republican
Placebo control (bird feeding),1.0,0.953125,1.0,0.53125,0.9285714285714286,Male,3,Independent
Placebo control (bird feeding),0.9166666666666666,0.625,0.6875,0.59375,0.3928571428571428,Male,1,Democrat
Protect Others - Linear Cooperation,1.0,0.875,1.0,0.625,1.0,Female,4,Democrat
Placebo control (bird feeding),0.9166666666666666,0.75,0.8125,0.78125,0.8214285714285714,Male,2,Democrat
Protect Others - Linear Cooperation,1.0,0.890625,0.8125,0.6875,0.7857142857142857,Male,3,Republican
